pruid,prename,prfname,week_end,product_name,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully
59,British Columbia,Colombie-Britannique,2021-05-22,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-22,Pfizer-BioNTech,1957742,1852450,105292,38.03,35.99,2.05,,,,,
59,British Columbia,Colombie-Britannique,2021-05-22,Unknown,97,57,40,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-22,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-22,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-22,Moderna,26560,2846,23714,63.16,6.77,56.39,,,,,
60,Yukon,Yukon,2021-05-22,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-22,Pfizer-BioNTech,88,88,0,0.21,0.21,0.00,,,,,
60,Yukon,Yukon,2021-05-22,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-22,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-22,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-22,Moderna,27732,4396,23336,61.41,9.73,51.67,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-22,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-22,Pfizer-BioNTech,1151,1151,0,2.55,2.55,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-22,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-22,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-22,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-22,Moderna,17030,2921,14109,43.27,7.42,35.85,,,,,
62,Nunavut,Nunavut,2021-05-22,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-22,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-22,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-05-29,AstraZeneca,1280330,1248088,32242,3.37,3.28,0.08,,,,,
1,Canada,Canada,2021-05-29,COVISHIELD,385192,383451,1741,1.01,1.01,0.00,,,,,
1,Canada,Canada,2021-05-29,Moderna,3101555,2695454,406101,8.16,7.09,1.07,,,,,
1,Canada,Canada,2021-05-29,Not reported,5090191,4531853,558338,13.39,11.92,1.47,,,,,
1,Canada,Canada,2021-05-29,Pfizer-BioNTech,11696791,10536091,1160700,30.78,27.72,3.05,,,,,
1,Canada,Canada,2021-05-29,Unknown,28065,17913,10152,0.07,0.05,0.03,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-29,AstraZeneca,20949,20936,13,4.01,4.01,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-29,COVISHIELD,5925,5912,13,1.13,1.13,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-29,Moderna,51586,48228,3358,9.88,9.24,0.64,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-29,Pfizer-BioNTech,211578,203516,8062,40.52,38.98,1.54,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-29,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,AstraZeneca,3397,3397,0,2.13,2.13,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,COVISHIELD,1848,1848,0,1.16,1.16,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,Moderna,14804,12193,2611,9.27,7.64,1.64,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,Pfizer-BioNTech,59751,48932,10819,37.43,30.65,6.78,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-29,AstraZeneca,45205,45203,2,4.62,4.62,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-29,COVISHIELD,12992,12992,0,1.33,1.33,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-29,Moderna,116464,104696,11768,11.89,10.69,1.20,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-29,Pfizer-BioNTech,363182,331503,31679,37.08,33.85,3.23,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-29,Unknown,25,13,12,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-29,AstraZeneca,32801,32407,394,4.20,4.15,0.05,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-29,COVISHIELD,10545,10545,0,1.35,1.35,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-29,Moderna,84254,78494,5760,10.78,10.04,0.74,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-29,Pfizer-BioNTech,303306,268621,34685,38.81,34.37,4.44,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-29,Unknown,1141,1136,5,0.15,0.15,0.00,,,,,
24,Quebec,Québec,2021-05-29,AstraZeneca,,,,,,,,,,,
24,Quebec,Québec,2021-05-29,COVISHIELD,,,,,,,,,,,
24,Quebec,Québec,2021-05-29,Moderna,,,,,,,,,,,
24,Quebec,Québec,2021-05-29,Not reported,5077136,4518964,558172,59.21,52.70,6.51,,,,,
24,Quebec,Québec,2021-05-29,Pfizer-BioNTech,,,,,,,,,,,
24,Quebec,Québec,2021-05-29,Unknown,,,,,,,,,,,
35,Ontario,Ontario,2021-05-29,AstraZeneca,659837,632552,27285,4.48,4.29,0.19,,,,,
35,Ontario,Ontario,2021-05-29,COVISHIELD,201807,201408,399,1.37,1.37,0.00,,,,,
35,Ontario,Ontario,2021-05-29,Moderna,1467001,1318794,148207,9.96,8.95,1.01,,,,,
35,Ontario,Ontario,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-05-29,Pfizer-BioNTech,5943479,5439811,503668,40.34,36.92,3.42,,,,,
35,Ontario,Ontario,2021-05-29,Unknown,26745,16668,10077,0.18,0.11,0.07,,,,,
46,Manitoba,Manitoba,2021-05-29,AstraZeneca,48720,47709,1011,3.53,3.46,0.07,,,,,
46,Manitoba,Manitoba,2021-05-29,COVISHIELD,17620,17620,0,1.28,1.28,0.00,,,,,
46,Manitoba,Manitoba,2021-05-29,Moderna,133486,96051,37435,9.68,6.96,2.71,,,,,
46,Manitoba,Manitoba,2021-05-29,Not reported,13055,12889,166,0.95,0.93,0.01,,,,,
46,Manitoba,Manitoba,2021-05-29,Pfizer-BioNTech,515781,448757,67024,37.40,32.54,4.86,,,,,
46,Manitoba,Manitoba,2021-05-29,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-29,AstraZeneca,56830,56704,126,4.82,4.81,0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-05-29,COVISHIELD,16687,16687,0,1.42,1.42,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-29,Moderna,127704,104337,23367,10.83,8.85,1.98,,,,,
47,Saskatchewan,Saskatchewan,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-29,Pfizer-BioNTech,441079,381412,59667,37.42,32.36,5.06,,,,,
47,Saskatchewan,Saskatchewan,2021-05-29,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-05-29,AstraZeneca,197648,194797,2851,4.47,4.41,0.06,,,,,
48,Alberta,Alberta,2021-05-29,COVISHIELD,58469,58466,3,1.32,1.32,0.00,,,,,
48,Alberta,Alberta,2021-05-29,Moderna,452712,388430,64282,10.24,8.78,1.45,,,,,
48,Alberta,Alberta,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-05-29,Pfizer-BioNTech,1649004,1336220,312784,37.29,30.22,7.07,,,,,
48,Alberta,Alberta,2021-05-29,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-29,AstraZeneca,214943,214383,560,4.18,4.16,0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-05-29,COVISHIELD,59299,57973,1326,1.15,1.13,0.03,,,,,
59,British Columbia,Colombie-Britannique,2021-05-29,Moderna,581469,535128,46341,11.30,10.40,0.90,,,,,
59,British Columbia,Colombie-Britannique,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-29,Pfizer-BioNTech,2207962,2075663,132299,42.89,40.32,2.57,,,,,
59,British Columbia,Colombie-Britannique,2021-05-29,Unknown,154,96,58,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-29,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-29,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-29,Moderna,26840,2703,24137,63.83,6.43,57.40,,,,,
60,Yukon,Yukon,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-29,Pfizer-BioNTech,112,112,0,0.27,0.27,0.00,,,,,
60,Yukon,Yukon,2021-05-29,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-29,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-29,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-29,Moderna,28005,4113,23892,62.01,9.11,52.90,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-29,Pfizer-BioNTech,1557,1544,13,3.45,3.42,0.03,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-29,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-29,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-29,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-29,Moderna,17230,2287,14943,43.78,5.81,37.97,,,,,
62,Nunavut,Nunavut,2021-05-29,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-29,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-29,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-06-05,AstraZeneca,1276991,1243288,12769,3.36,3.27,0.03,,,,,
1,Canada,Canada,2021-06-05,COVISHIELD,311024,302691,2426,0.82,0.80,0.01,,,,,
1,Canada,Canada,2021-06-05,Combination,82551,na,82551,0.22,na,0.22,,,,,
1,Canada,Canada,2021-06-05,Moderna,3241274,2657999,532753,8.53,6.99,1.40,,,,,
1,Canada,Canada,2021-06-05,Not reported,5541718,4827835,713883,14.58,12.70,1.88,,,,,
1,Canada,Canada,2021-06-05,Pfizer-BioNTech,12857053,10927673,1705860,33.83,28.75,4.49,,,,,
1,Canada,Canada,2021-06-05,Unknown,1424,1270,154,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,AstraZeneca,20947,,13,4.01,,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,COVISHIELD,5925,,18,1.13,,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,Combination,,na,,,na,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,Moderna,55280,,4758,10.59,,0.91,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,Not reported,0,,0,0.00,,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,Pfizer-BioNTech,236086,,12566,45.22,,2.41,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,Unknown,0,,0,0.00,,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,AstraZeneca,3394,3394,0,2.13,2.13,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,COVISHIELD,1783,1783,0,1.12,1.12,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,Combination,51,na,51,0.03,na,0.03,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,Moderna,16480,13823,2657,10.32,8.66,1.66,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,Pfizer-BioNTech,68011,56322,11689,42.61,35.28,7.32,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,AstraZeneca,45208,45206,2,4.62,4.62,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,COVISHIELD,13005,13005,0,1.33,1.33,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,Combination,0,na,0,0.00,na,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,Moderna,118551,106321,12230,12.11,10.86,1.25,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,Pfizer-BioNTech,414109,381815,32294,42.28,38.99,3.30,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,Unknown,32,14,18,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-05,AstraZeneca,33570,32354,1216,4.30,4.14,0.16,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-05,COVISHIELD,9554,9554,0,1.22,1.22,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-05,Combination,0,na,0,0.00,na,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-05,Moderna,90869,84226,6643,11.63,10.78,0.85,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-05,Pfizer-BioNTech,349149,310009,39140,44.68,39.67,5.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-05,Unknown,1240,1171,69,0.16,0.15,0.01,,,,,
24,Quebec,Québec,2021-06-05,AstraZeneca,,,,,,,,,,,
24,Quebec,Québec,2021-06-05,COVISHIELD,,,,,,,,,,,
24,Quebec,Québec,2021-06-05,Combination,,na,,,na,,,,,,
24,Quebec,Québec,2021-06-05,Moderna,,,,,,,,,,,
24,Quebec,Québec,2021-06-05,Not reported,5529406,4815864,713542,64.49,56.16,8.32,,,,,
24,Quebec,Québec,2021-06-05,Pfizer-BioNTech,,,,,,,,,,,
24,Quebec,Québec,2021-06-05,Unknown,,,,,,,,,,,
35,Ontario,Ontario,2021-06-05,AstraZeneca,660600,658671,1929,4.48,4.47,0.01,,,,,
35,Ontario,Ontario,2021-06-05,COVISHIELD,140743,140172,571,0.96,0.95,0.00,,,,,
35,Ontario,Ontario,2021-06-05,Combination,61356,na,61356,0.42,na,0.42,,,,,
35,Ontario,Ontario,2021-06-05,Moderna,1560711,1360552,200159,10.59,9.23,1.36,,,,,
35,Ontario,Ontario,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-06-05,Pfizer-BioNTech,6539672,5769992,769680,44.38,39.16,5.22,,,,,
35,Ontario,Ontario,2021-06-05,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-06-05,AstraZeneca,46401,44865,1536,3.36,3.25,0.11,,,,,
46,Manitoba,Manitoba,2021-06-05,COVISHIELD,12640,12632,8,0.92,0.92,0.00,,,,,
46,Manitoba,Manitoba,2021-06-05,Combination,7275,na,7275,0.53,na,0.53,,,,,
46,Manitoba,Manitoba,2021-06-05,Moderna,137541,90172,47369,9.97,6.54,3.43,,,,,
46,Manitoba,Manitoba,2021-06-05,Not reported,12312,11971,341,0.89,0.87,0.02,,,,,
46,Manitoba,Manitoba,2021-06-05,Pfizer-BioNTech,569929,480112,89817,41.32,34.81,6.51,,,,,
46,Manitoba,Manitoba,2021-06-05,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-06-05,AstraZeneca,54785,54572,213,4.65,4.63,0.02,,,,,
47,Saskatchewan,Saskatchewan,2021-06-05,COVISHIELD,11394,11394,0,0.97,0.97,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-06-05,Combination,6497,na,6497,0.55,na,0.55,,,,,
47,Saskatchewan,Saskatchewan,2021-06-05,Moderna,129487,93371,36116,10.99,7.92,3.06,,,,,
47,Saskatchewan,Saskatchewan,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-06-05,Pfizer-BioNTech,458756,364565,94191,38.92,30.93,7.99,,,,,
47,Saskatchewan,Saskatchewan,2021-06-05,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-06-05,AstraZeneca,197879,190838,7041,4.48,4.32,0.16,,,,,
48,Alberta,Alberta,2021-06-05,COVISHIELD,58513,58507,6,1.32,1.32,0.00,,,,,
48,Alberta,Alberta,2021-06-05,Combination,,na,,,na,,,,,,
48,Alberta,Alberta,2021-06-05,Moderna,468041,375324,92717,10.58,8.49,2.10,,,,,
48,Alberta,Alberta,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-06-05,Pfizer-BioNTech,1786803,1366697,420106,40.41,30.91,9.50,,,,,
48,Alberta,Alberta,2021-06-05,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-06-05,AstraZeneca,214207,213388,819,4.16,4.15,0.02,,,,,
59,British Columbia,Colombie-Britannique,2021-06-05,COVISHIELD,57467,55644,1823,1.12,1.08,0.04,,,,,
59,British Columbia,Colombie-Britannique,2021-06-05,Combination,7351,na,7351,0.14,na,0.14,,,,,
59,British Columbia,Colombie-Britannique,2021-06-05,Moderna,595550,526245,69305,11.57,10.22,1.35,,,,,
59,British Columbia,Colombie-Britannique,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-06-05,Pfizer-BioNTech,2432679,2196383,236296,47.26,42.67,4.59,,,,,
59,British Columbia,Colombie-Britannique,2021-06-05,Unknown,152,85,67,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-06-05,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-06-05,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-06-05,Combination,21,na,21,0.05,na,0.05,,,,,
60,Yukon,Yukon,2021-06-05,Moderna,27059,2576,24483,64.35,6.13,58.22,,,,,
60,Yukon,Yukon,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-06-05,Pfizer-BioNTech,119,119,0,0.28,0.28,0.00,,,,,
60,Yukon,Yukon,2021-06-05,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,Combination,0,na,0,0.00,na,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,Moderna,23907,2636,21271,52.94,5.84,47.10,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,Pfizer-BioNTech,1740,1659,81,3.85,3.67,0.18,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-06-05,AstraZeneca,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-06-05,COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-06-05,Combination,0,na,0,0.00,na,0.00,,,,,
62,Nunavut,Nunavut,2021-06-05,Moderna,17798,2753,15045,45.23,7.00,38.23,,,,,
62,Nunavut,Nunavut,2021-06-05,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-06-05,Pfizer-BioNTech,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-06-05,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-06-12,AstraZeneca,1257431,1177462,59049,3.31,3.10,0.16,,,,,
1,Canada,Canada,2021-06-12,COVISHIELD,226738,216995,3845,0.60,0.57,0.01,,,,,
1,Canada,Canada,2021-06-12,Combination,216048,na,216048,0.57,na,0.57,,,,,
1,Canada,Canada,2021-06-12,Janssen,42,na,42,0.00,na,0.00,,,,,
1,Canada,Canada,2021-06-12,Moderna,3285615,2472232,761789,8.65,6.50,2.00,,,,,
1,Canada,Canada,2021-06-12,Not reported,5821545,4761123,1060422,15.32,12.53,2.79,,,,,
1,Canada,Canada,2021-06-12,Pfizer-BioNTech,13598077,10589304,2769765,35.78,27.86,7.29,,,,,
1,Canada,Canada,2021-06-12,Unknown,1716,1492,224,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,AstraZeneca,20942,,22,4.01,,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,COVISHIELD,5916,,18,1.13,,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,Combination,,na,,,na,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,Janssen,0,na,0,0.00,na,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,Moderna,57771,,6177,11.07,,1.18,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,Not reported,0,,0,0.00,,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,Pfizer-BioNTech,258661,,19653,49.54,,3.76,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,Unknown,0,,0,0.00,,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,AstraZeneca,3354,3275,79,2.10,2.05,0.05,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,COVISHIELD,759,759,0,0.48,0.48,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,Combination,1141,na,1141,0.71,na,0.71,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,Janssen,0,na,0,0.00,na,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,Moderna,17339,14529,2810,10.86,9.10,1.76,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,Pfizer-BioNTech,76650,63397,13253,48.02,39.72,8.30,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,AstraZeneca,45222,45220,2,4.62,4.62,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,COVISHIELD,11568,11567,1,1.18,1.18,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,Combination,0,na,0,0.00,na,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,Janssen,0,na,0,0.00,na,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,Moderna,119424,106709,12715,12.19,10.90,1.30,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,Pfizer-BioNTech,468411,430294,38117,47.83,43.94,3.89,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,Unknown,43,15,28,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-12,AstraZeneca,32499,30025,2474,4.16,3.84,0.32,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-12,COVISHIELD,6986,6936,50,0.89,0.89,0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-12,Combination,0,na,0,0.00,na,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-12,Janssen,0,na,0,0.00,na,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-12,Moderna,94861,84002,10859,12.14,10.75,1.39,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-12,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-12,Pfizer-BioNTech,374221,311351,62870,47.89,39.84,8.05,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-06-12,Unknown,1502,1385,117,0.19,0.18,0.01,,,,,
24,Quebec,Québec,2021-06-12,AstraZeneca,,,,,,,,,,,
24,Quebec,Québec,2021-06-12,COVISHIELD,,,,,,,,,,,
24,Quebec,Québec,2021-06-12,Combination,,na,,,na,,,,,,
24,Quebec,Québec,2021-06-12,Janssen,,na,,,na,,,,,,
24,Quebec,Québec,2021-06-12,Moderna,,,,,,,,,,,
24,Quebec,Québec,2021-06-12,Not reported,5809723,4749659,1060064,67.76,55.39,12.36,,,,,
24,Quebec,Québec,2021-06-12,Pfizer-BioNTech,,,,,,,,,,,
24,Quebec,Québec,2021-06-12,Unknown,,,,,,,,,,,
35,Ontario,Ontario,2021-06-12,AstraZeneca,656568,653032,3536,4.46,4.43,0.02,,,,,
